ID_cliente;genero;escolaridade;idade;estado_civil;id_estado;sigla;estado;regiao;pais;tipo_transacao_mais_frequente;tolerancia_risco;valor_investido;valor_investido_acoes;valor_investido_fii;valor_investido_dolar;valor_investido_renda_fixa;perfil
538;Masculino;Graduação;36.0;Solteiro;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Alta;157898;94746;4482;2134;56536;Arrojado
539;Feminino;Ensino Médio;19.0;Solteiro;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Moderado;368512;148293;156141;58482;5596;Moderado
540;Masculino;Graduação;33.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Moderado;35991;16742;9415;2205;7629;Moderado
541;Feminino;Ensino Médio;27.0;Casado;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Alta;554447;415332;55457;27715;55943;Arrojado
542;Masculino;Graduação;68.0;Casado;22;RO;Rondônia;Norte;Brasil;Investimentos;Alta;903963;583859;290196;21854;8054;Arrojado
543;Feminino;Pós-graduação;50.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Moderado;561876;262476;104138;106013;89249;Moderado
544;Masculino;Pós-graduação;33.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Alta;954558;353574;576889;11864;12231;Arrojado
545;Masculino;Pós-graduação;35.0;Divorciado;23;RR;Roraima;Norte;Brasil;Investimentos;Alta;510320;418434;15298;34132;42456;Arrojado
546;Feminino;Graduação;68.0;Viúvo;1;AC;Acre;Norte;Brasil;Transferências;Baixa;424498;76413;195585;84912;67588;Conservador
547;Feminino;Pós-graduação;45.0;Viúvo;19;RJ;Rio de Janeiro;Sudeste;Brasil;Pagamentos;Moderado;862231;511931;255018;75151;20131;Moderado
548;Masculino;Ensino Médio;64.0;Divorciado;23;RR;Roraima;Norte;Brasil;Pagamentos;Baixa;797689;363082;249245;33766;151596;Conservador
549;Feminino;Graduação;67.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Transferências;Baixa;460125;159399;52792;3186;244748;Conservador
550;Masculino;Pós-graduação;51.0;Solteiro;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Alta;336668;24289;19213;211165;82001;Arrojado
551;Feminino;Pós-graduação;52.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Transferências;Moderado;248462;126506;65264;42816;13876;Moderado
552;Masculino;Graduação;37.0;Viúvo;9;GO;Goiás;Centro-Oeste;Brasil;Investimentos;Moderado;132030;9071;37708;62644;22607;Moderado
553;Feminino;Ensino Médio;42.0;Casado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Alta;465775;21677;332701;3927;107470;Arrojado
554;Masculino;Pós-graduação;65.0;Casado;25;SP;São Paulo;Sudeste;Brasil;Investimentos;Alta;753752;467189;133863;44743;107957;Arrojado
555;Feminino;Pós-graduação;52.0;Casado;3;AP;Amapá;Norte;Brasil;Investimentos;Baixa;649700;127540;294326;82666;145168;Conservador
556;Masculino;Graduação;67.0;Solteiro;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Alta;330773;207294;94546;22382;6551;Arrojado
557;Feminino;Pós-graduação;63.0;Divorciado;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Alta;884209;717103;54416;25706;86984;Arrojado
558;Feminino;Pós-graduação;60.0;Viúvo;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Moderado;76972;53978;2720;8453;11821;Arrojado
559;Feminino;Ensino Médio;33.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Pagamentos;Moderado;190747;105069;85606;31;41;Moderado
560;Masculino;Pós-graduação;42.0;Solteiro;2;AL;Alagoas;Nordeste;Brasil;Investimentos;Baixa;138079;40156;38026;5831;54066;Conservador
561;Feminino;Pós-graduação;36.0;Viúvo;23;RR;Roraima;Norte;Brasil;Pagamentos;Alta;208710;125514;39460;35432;8304;Arrojado
562;Masculino;Graduação;33.0;Divorciado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Moderado;761160;430380;188315;40240;102225;Moderado
563;Masculino;Ensino Médio;70.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Moderado;952019;504303;407465;14305;25946;Moderado
564;Masculino;Pós-graduação;49.0;Casado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Alta;860875;527589;109048;129341;94897;Arrojado
565;Masculino;Pós-graduação;57.0;Divorciado;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Baixa;364114;11269;51915;5692;295238;Conservador
566;Masculino;Graduação;35.0;Casado;22;RO;Rondônia;Norte;Brasil;Investimentos;Alta;550190;455456;88913;4685;1136;Arrojado
567;Masculino;Pós-graduação;44.0;Divorciado;13;MG;Minas Gerais;Sudeste;Brasil;Transferências;Baixa;770886;24253;157869;212682;376082;Conservador
568;Feminino;Graduação;33.0;Divorciado;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Alta;809025;801672;1009;1670;4674;Arrojado
569;Masculino;Graduação;55.0;Divorciado;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Moderado;659934;285811;224936;125832;23355;Moderado
570;Feminino;Ensino Médio;58.0;Solteiro;15;PB;Paraíba;Nordeste;Brasil;Transferências;Moderado;257637;159405;52700;38559;6973;Arrojado
571;Feminino;Pós-graduação;51.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Moderado;760741;355347;39745;209143;156506;Moderado
572;Masculino;Graduação;45.0;Divorciado;4;AM;Amazonas;Norte;Brasil;Transferências;Alta;673990;551039;23699;36052;63200;Arrojado
573;Masculino;Pós-graduação;38.0;Divorciado;24;SC;Santa Catarina;Sul;Brasil;Transferências;Alta;557319;186629;362055;5996;2639;Arrojado
574;Masculino;Pós-graduação;28.0;Solteiro;16;PR;Paraná;Sul;Brasil;Transferências;Baixa;497867;92867;249474;41222;114304;Conservador
575;Feminino;Graduação;28.0;Solteiro;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Baixa;473087;148372;129909;54444;140362;Conservador
576;Feminino;Ensino Médio;64.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Alta;978821;604603;75657;141727;156834;Arrojado
577;Feminino;Graduação;60.0;Solteiro;24;SC;Santa Catarina;Sul;Brasil;Pagamentos;Moderado;700147;102469;257196;188432;152050;Conservador
578;Feminino;Pós-graduação;44.33266533066132;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Investimentos;Moderado;538519;365800;144886;17929;9904;Arrojado
579;Masculino;Ensino Médio;50.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Moderado;253313;76659;64870;59088;52696;Moderado
580;Masculino;Pós-graduação;61.0;Viúvo;6;CE;Ceará;Nordeste;Brasil;Investimentos;Alta;424205;29434;43748;261850;89173;Arrojado
581;Masculino;Graduação;19.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Baixa;623463;154831;259810;31727;177095;Conservador
582;Feminino;Graduação;53.0;Solteiro;3;AP;Amapá;Norte;Brasil;Transferências;Moderado;491312;202826;106614;56710;125162;Moderado
583;Feminino;Ensino Médio;68.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Transferências;Moderado;668112;224051;21263;202468;220330;Conservador
584;Feminino;Ensino Médio;59.0;Casado;23;RR;Roraima;Norte;Brasil;Transferências;Alta;212113;178799;23473;7353;2488;Arrojado
585;Masculino;Ensino Médio;55.0;Divorciado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Baixa;185877;57194;78218;32201;18264;Conservador
586;Feminino;Ensino Médio;49.0;Divorciado;16;PR;Paraná;Sul;Brasil;Investimentos;Baixa;112326;33317;30124;15502;33383;Conservador
587;Feminino;Ensino Médio;69.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Alta;149371;6583;24918;105808;12062;Arrojado
588;Masculino;Ensino Médio;21.0;Casado;3;AP;Amapá;Norte;Brasil;Investimentos;Baixa;615918;185987;59138;157239;213554;Conservador
589;Feminino;Ensino Médio;39.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Pagamentos;Alta;661771;544540;68964;16665;31602;Arrojado
590;Feminino;Graduação;34.0;Casado;25;SP;São Paulo;Sudeste;Brasil;Investimentos;Moderado;680289;144589;215937;267164;52599;Moderado
591;Feminino;Ensino Médio;39.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Alta;291275;95125;193260;2490;400;Arrojado
592;Masculino;Graduação;53.0;Casado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Moderado;765041;312098;329048;114260;9635;Moderado
593;Masculino;Ensino Médio;45.0;Casado;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Alta;577988;463306;105022;6527;3133;Arrojado
594;Masculino;Ensino Médio;39.0;Divorciado;14;PA;Pará;Norte;Brasil;Investimentos;Baixa;932341;134525;129001;65975;602840;Conservador
595;Masculino;Graduação;41.0;Divorciado;13;MG;Minas Gerais;Sudeste;Brasil;Transferências;Moderado;168146;93589;71491;3043;23;Moderado
596;Feminino;Pós-graduação;57.0;Solteiro;20;RN;Rio Grande do Norte;Nordeste;Brasil;Investimentos;Moderado;202521;109823;4845;75828;12025;Moderado
597;Masculino;Ensino Médio;33.0;Viúvo;3;AP;Amapá;Norte;Brasil;Investimentos;Alta;21654;19752;1877;9;16;Arrojado
598;Feminino;Ensino Médio;38.0;Divorciado;15;PB;Paraíba;Nordeste;Brasil;Transferências;Moderado;10869;10780;59;30;0;Arrojado
599;Feminino;Ensino Médio;56.0;Casado;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Alta;62134;42331;5332;6716;7755;Arrojado
600;Masculino;Pós-graduação;65.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Alta;65904;51223;13390;1074;217;Arrojado
601;Masculino;Graduação;40.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Transferências;Alta;743093;16171;551477;108016;67429;Arrojado
602;Masculino;Graduação;65.0;Viúvo;27;TO;Tocantins;Norte;Brasil;Investimentos;Alta;372992;38710;234964;4447;94871;Arrojado
603;Masculino;Graduação;28.0;Casado;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Alta;17581;13601;2863;449;668;Arrojado
604;Masculino;Graduação;50.0;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Baixa;450201;95244;109964;41993;203000;Conservador
605;Feminino;Pós-graduação;70.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Transferências;Alta;874961;820525;6395;20105;27936;Arrojado
606;Feminino;Pós-graduação;62.0;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Investimentos;Moderado;631452;53982;211927;299373;66170;Moderado
607;Feminino;Ensino Médio;59.0;Viúvo;4;AM;Amazonas;Norte;Brasil;Transferências;Alta;112480;85630;24799;1379;672;Arrojado
608;Masculino;Graduação;59.0;Solteiro;10;MA;Maranhão;Nordeste;Brasil;Transferências;Baixa;74552;3831;26121;17776;26824;Conservador
609;Masculino;Pós-graduação;55.0;Divorciado;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Baixa;855978;254881;26309;219507;355281;Conservador
610;Feminino;Pós-graduação;50.0;Casado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Investimentos;Moderado;738485;166062;111884;305823;154716;Moderado
611;Masculino;Graduação;40.0;Divorciado;24;SC;Santa Catarina;Sul;Brasil;Pagamentos;Moderado;739034;497170;181258;19113;41493;Arrojado
612;Masculino;Ensino Médio;34.0;Viúvo;6;CE;Ceará;Nordeste;Brasil;Transferências;Alta;149951;133678;10689;1001;4583;Arrojado
613;Masculino;Graduação;35.0;Divorciado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Pagamentos;Baixa;375153;118483;180458;11291;64921;Conservador
614;Masculino;Pós-graduação;34.0;Divorciado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Pagamentos;Alta;158835;102834;39110;16437;454;Arrojado
615;Feminino;Graduação;64.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Baixa;385655;176054;143480;9977;56144;Conservador
616;Masculino;Pós-graduação;26.0;Divorciado;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;258406;128194;109700;12695;7817;Moderado
617;Masculino;Ensino Médio;65.0;Solteiro;4;AM;Amazonas;Norte;Brasil;Investimentos;Baixa;274405;10081;115182;45324;103818;Conservador
618;Feminino;Ensino Médio;27.0;Casado;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Moderado;585287;264089;141429;158754;21015;Moderado
619;Masculino;Ensino Médio;50.0;Viúvo;3;AP;Amapá;Norte;Brasil;Investimentos;Moderado;214920;87589;10500;71886;44945;Moderado
620;Feminino;Ensino Médio;64.0;Divorciado;3;AP;Amapá;Norte;Brasil;Pagamentos;Baixa;264003;33526;114903;16;115558;Conservador
621;Masculino;Pós-graduação;33.0;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Alta;2853;2608;97;127;21;Arrojado
622;Feminino;Graduação;25.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Moderado;845297;155521;139276;490417;60083;Moderado
623;Feminino;Ensino Médio;47.0;Divorciado;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Moderado;645945;245697;231640;99490;69118;Moderado
624;Feminino;Ensino Médio;29.0;Viúvo;13;MG;Minas Gerais;Sudeste;Brasil;Investimentos;Alta;215579;197879;8546;5569;3585;Arrojado
625;Masculino;Pós-graduação;62.0;Viúvo;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Alta;670027;482034;67335;89313;31345;Arrojado
626;Masculino;Ensino Médio;31.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Moderado;989256;381434;109732;406173;91917;Moderado
627;Feminino;Ensino Médio;29.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Alta;974852;637038;23809;50199;263806;Arrojado
628;Feminino;Ensino Médio;46.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Investimentos;Alta;681921;435967;128009;44225;73720;Arrojado
629;Feminino;Ensino Médio;44.33266533066132;Viúvo;23;RR;Roraima;Norte;Brasil;Pagamentos;Baixa;51732;2677;22590;15574;10891;Conservador
630;Feminino;Graduação;68.0;Casado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Baixa;794251;60773;180616;280987;271875;Conservador
631;Feminino;Ensino Médio;63.0;Casado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Alta;574389;534645;30197;108;9439;Arrojado
632;Feminino;Pós-graduação;50.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Transferências;Moderado;697152;314398;211281;147515;23958;Moderado
633;Masculino;Graduação;53.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Transferências;Moderado;709772;384117;52807;149943;122905;Moderado
634;Masculino;Ensino Médio;70.0;Solteiro;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Alta;988586;960655;11923;9599;6409;Arrojado
635;Masculino;Graduação;45.0;Divorciado;16;PR;Paraná;Sul;Brasil;Investimentos;Moderado;637767;365134;123439;50950;98244;Moderado
636;Feminino;Pós-graduação;35.0;Casado;24;SC;Santa Catarina;Sul;Brasil;Investimentos;Moderado;656173;74375;273620;291703;16475;Moderado
637;Masculino;Ensino Médio;62.0;Solteiro;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Alta;417558;407810;5417;1249;3082;Arrojado
638;Masculino;Graduação;63.0;Viúvo;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Baixa;512689;118007;305551;51232;37899;Conservador
639;Masculino;Ensino Médio;35.0;Solteiro;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Moderado;460320;271323;188485;403;109;Moderado
640;Feminino;Ensino Médio;69.0;Divorciado;2;AL;Alagoas;Nordeste;Brasil;Transferências;Moderado;21656;12494;2491;2548;4123;Moderado
641;Feminino;Ensino Médio;27.0;Divorciado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Moderado;248582;106223;80370;32468;29521;Moderado
642;Masculino;Ensino Médio;35.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Investimentos;Moderado;886312;229143;92304;511676;53189;Moderado
643;Masculino;Ensino Médio;26.0;Divorciado;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Alta;163397;11743;1998;132302;17354;Arrojado
644;Masculino;Pós-graduação;47.0;Viúvo;24;SC;Santa Catarina;Sul;Brasil;Transferências;Baixa;340245;147664;130026;22275;40280;Conservador
645;Feminino;Ensino Médio;45.0;Viúvo;5;BA;Bahia;Nordeste;Brasil;Transferências;Alta;78111;47483;19229;6228;5171;Arrojado
646;Masculino;Ensino Médio;47.0;Solteiro;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Moderado;461120;447031;8710;2378;3001;Arrojado
647;Masculino;Ensino Médio;45.0;Divorciado;10;MA;Maranhão;Nordeste;Brasil;Transferências;Moderado;38541;17266;16156;3276;1843;Moderado
648;Feminino;Pós-graduação;54.0;Solteiro;18;PI;Piauí;Nordeste;Brasil;Transferências;Moderado;903223;534782;296868;46875;24698;Moderado
649;Feminino;Graduação;63.0;Solteiro;10;MA;Maranhão;Nordeste;Brasil;Transferências;Alta;381739;272720;86154;1717;21148;Arrojado
650;Feminino;Pós-graduação;52.0;Casado;3;AP;Amapá;Norte;Brasil;Transferências;Moderado;509065;226834;215213;59413;7605;Moderado
651;Feminino;Pós-graduação;52.0;Divorciado;4;AM;Amazonas;Norte;Brasil;Investimentos;Moderado;721609;182318;170588;270179;98524;Moderado
652;Masculino;Graduação;31.0;Divorciado;25;SP;São Paulo;Sudeste;Brasil;Pagamentos;Alta;765656;586036;15279;37688;126653;Arrojado
653;Masculino;Pós-graduação;65.0;Divorciado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Baixa;313586;72685;171916;6861;62124;Conservador
654;Masculino;Ensino Médio;30.0;Divorciado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Moderado;412917;93154;24545;229058;66160;Moderado
655;Feminino;Pós-graduação;32.0;Solteiro;18;PI;Piauí;Nordeste;Brasil;Investimentos;Baixa;65205;26040;38895;112;158;Conservador
656;Feminino;Pós-graduação;67.0;Divorciado;27;TO;Tocantins;Norte;Brasil;Pagamentos;Baixa;572850;206934;306966;39682;19268;Conservador
657;Masculino;Ensino Médio;60.0;Solteiro;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Alta;800171;682236;35650;73647;8638;Arrojado
658;Feminino;Graduação;57.0;Viúvo;16;PR;Paraná;Sul;Brasil;Pagamentos;Alta;289949;278783;850;3908;6408;Arrojado
659;Masculino;Ensino Médio;38.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Moderado;266851;189375;25648;28340;23488;Arrojado
660;Feminino;Graduação;36.0;Solteiro;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Alta;441764;434545;268;6792;159;Arrojado
661;Masculino;Ensino Médio;69.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Baixa;616066;74165;206155;11976;323770;Conservador
662;Masculino;Graduação;68.0;Casado;16;PR;Paraná;Sul;Brasil;Transferências;Baixa;179108;50247;84971;36903;6987;Conservador
663;Masculino;Ensino Médio;38.0;Casado;24;SC;Santa Catarina;Sul;Brasil;Pagamentos;Alta;574909;472521;65594;22278;14516;Arrojado
664;Feminino;Graduação;39.0;Divorciado;16;PR;Paraná;Sul;Brasil;Investimentos;Moderado;732716;27871;147720;394809;162316;Moderado
665;Feminino;Pós-graduação;47.0;Casado;5;BA;Bahia;Nordeste;Brasil;Investimentos;Alta;312335;253092;44471;1637;13135;Arrojado
666;Masculino;Pós-graduação;44.59342915811088;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Baixa;806577;93682;481173;34707;197015;Conservador
667;Feminino;Pós-graduação;29.0;Solteiro;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Moderado;75894;42406;10017;23073;398;Moderado
668;Feminino;Pós-graduação;27.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Investimentos;Baixa;388156;57416;2896;89317;238527;Conservador
669;Feminino;Graduação;21.0;Viúvo;23;RR;Roraima;Norte;Brasil;Transferências;Alta;667909;118119;490060;16988;42742;Arrojado
670;Masculino;Ensino Médio;21.0;Casado;9;GO;Goiás;Centro-Oeste;Brasil;Investimentos;Moderado;289204;113874;97225;67261;10844;Moderado
671;Feminino;Pós-graduação;28.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Transferências;Baixa;72263;20821;30363;14051;7028;Conservador
672;Masculino;Pós-graduação;19.0;Solteiro;8;ES;Espírito Santo;Sudeste;Brasil;Investimentos;Alta;618784;206126;391989;17737;2932;Arrojado
673;Feminino;Graduação;39.0;Viúvo;2;AL;Alagoas;Nordeste;Brasil;Pagamentos;Moderado;11090;10725;201;46;118;Arrojado
674;Masculino;Ensino Médio;37.0;Casado;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Moderado;821656;341541;313742;143736;22637;Moderado
675;Feminino;Pós-graduação;49.0;Divorciado;23;RR;Roraima;Norte;Brasil;Investimentos;Alta;329598;28915;209679;10778;80226;Arrojado
676;Masculino;Pós-graduação;22.0;Divorciado;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Moderado;783101;300751;171593;202686;108071;Moderado
677;Feminino;Ensino Médio;21.0;Solteiro;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Moderado;495937;139474;47792;188817;119854;Moderado
678;Masculino;Graduação;56.0;Solteiro;16;PR;Paraná;Sul;Brasil;Transferências;Moderado;741493;217224;132351;263763;128155;Moderado
679;Feminino;Ensino Médio;33.0;Casado;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Baixa;720423;101469;392264;51765;174925;Conservador
680;Masculino;Ensino Médio;21.0;Viúvo;27;TO;Tocantins;Norte;Brasil;Pagamentos;Alta;724486;615044;13294;73348;22800;Arrojado
681;Feminino;Pós-graduação;65.0;Divorciado;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Baixa;144139;11621;26434;23123;82961;Conservador
682;Feminino;Ensino Médio;49.0;Viúvo;3;AP;Amapá;Norte;Brasil;Investimentos;Alta;158828;106594;47704;2125;2405;Arrojado
683;Feminino;Ensino Médio;69.0;Viúvo;8;ES;Espírito Santo;Sudeste;Brasil;Transferências;Baixa;646237;245385;222278;17895;160679;Conservador
684;Feminino;Pós-graduação;51.0;Casado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Alta;761378;749554;9040;2531;253;Arrojado
685;Feminino;Pós-graduação;24.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Moderado;716619;405932;249861;47307;13519;Moderado
686;Masculino;Pós-graduação;20.0;Solteiro;3;AP;Amapá;Norte;Brasil;Transferências;Alta;859771;672200;117423;27177;42971;Arrojado
687;Masculino;Ensino Médio;39.0;Divorciado;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Baixa;423597;182389;21016;32426;187766;Conservador
688;Masculino;Pós-graduação;46.0;Casado;13;MG;Minas Gerais;Sudeste;Brasil;Pagamentos;Alta;974602;893909;16966;32335;31392;Arrojado
689;Masculino;Ensino Médio;21.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Pagamentos;Alta;855046;735051;60915;6340;52740;Arrojado
690;Masculino;Pós-graduação;59.0;Solteiro;4;AM;Amazonas;Norte;Brasil;Investimentos;Alta;869845;47848;601425;179052;41520;Arrojado
691;Feminino;Graduação;32.0;Divorciado;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Moderado;325874;8112;275168;40782;1812;Arrojado
692;Masculino;Pós-graduação;59.0;Solteiro;1;AC;Acre;Norte;Brasil;Pagamentos;Alta;166997;16778;116863;21390;11966;Arrojado
693;Masculino;Ensino Médio;32.0;Solteiro;19;RJ;Rio de Janeiro;Sudeste;Brasil;Pagamentos;Moderado;321332;60671;117154;115906;27601;Moderado
694;Feminino;Ensino Médio;40.0;Solteiro;24;SC;Santa Catarina;Sul;Brasil;Pagamentos;Alta;479385;412893;51880;4049;10563;Arrojado
695;Masculino;Ensino Médio;49.0;Solteiro;4;AM;Amazonas;Norte;Brasil;Transferências;Alta;61544;43950;10250;4929;2415;Arrojado
696;Feminino;Pós-graduação;24.0;Casado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Transferências;Baixa;311014;57989;26027;70740;156258;Conservador
697;Masculino;Ensino Médio;20.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Baixa;680315;124832;276382;61774;217327;Conservador
698;Feminino;Graduação;18.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Transferências;Alta;222202;192309;11695;14781;3417;Arrojado
699;Masculino;Ensino Médio;63.0;Casado;4;AM;Amazonas;Norte;Brasil;Pagamentos;Alta;392823;244989;134512;12998;324;Arrojado
700;Masculino;Pós-graduação;70.0;Divorciado;3;AP;Amapá;Norte;Brasil;Transferências;Moderado;19342;9103;8872;1240;127;Moderado
701;Feminino;Ensino Médio;53.0;Divorciado;8;ES;Espírito Santo;Sudeste;Brasil;Investimentos;Moderado;496647;274360;70071;85797;66419;Moderado
702;Masculino;Ensino Médio;51.0;Divorciado;24;SC;Santa Catarina;Sul;Brasil;Pagamentos;Alta;795360;764383;11311;928;18738;Arrojado
703;Masculino;Pós-graduação;45.0;Casado;16;PR;Paraná;Sul;Brasil;Transferências;Baixa;41651;9137;50;10086;22378;Conservador
704;Masculino;Graduação;42.0;Solteiro;19;RJ;Rio de Janeiro;Sudeste;Brasil;Pagamentos;Alta;692349;507266;15502;7229;162352;Arrojado
705;Feminino;Graduação;21.0;Divorciado;24;SC;Santa Catarina;Sul;Brasil;Transferências;Moderado;9178;4719;3535;715;209;Moderado
706;Feminino;Graduação;37.0;Casado;1;AC;Acre;Norte;Brasil;Investimentos;Baixa;548866;35266;16668;164752;332180;Conservador
707;Feminino;Graduação;68.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Transferências;Alta;308625;219882;22450;25533;40760;Arrojado
708;Feminino;Graduação;34.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Baixa;176072;17412;86504;8119;64037;Conservador
709;Feminino;Pós-graduação;57.0;Casado;9;GO;Goiás;Centro-Oeste;Brasil;Transferências;Baixa;623834;176570;301186;61878;84200;Conservador
710;Masculino;Pós-graduação;31.0;Viúvo;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Moderado;493215;249950;9976;142829;90460;Moderado
711;Masculino;Graduação;40.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Baixa;105009;21938;22264;25347;35460;Conservador
712;Masculino;Graduação;69.0;Viúvo;17;PE;Pernambuco;Nordeste;Brasil;Transferências;Alta;699469;504441;128512;4385;62131;Arrojado
713;Masculino;Ensino Médio;44.59342915811088;Solteiro;16;PR;Paraná;Sul;Brasil;Transferências;Alta;292233;224649;50608;9073;7903;Arrojado
714;Masculino;Pós-graduação;55.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Investimentos;Moderado;781576;407902;169223;19299;185152;Moderado
715;Masculino;Ensino Médio;65.0;Solteiro;27;TO;Tocantins;Norte;Brasil;Pagamentos;Moderado;176527;164061;11664;592;210;Arrojado
716;Masculino;Graduação;28.0;Solteiro;16;PR;Paraná;Sul;Brasil;Transferências;Alta;625474;452833;12807;65692;94142;Arrojado
